choppiness_index,volatility_percent,rsiVolatility,linearKoef,target,atr,atr_stop,atr_to_price_ratio,ema_fast_deviation,pchange,avpchange,gma,gma_smoothed,positionBetweenBands,bollinger_position,rsi_volatility,adx,rsi_delta
50.62779905864191,5.009272814557404,61.09619982080985,-1.2876298988946573,True,584.461124084911,1753.38337225473,0.0178262302467934,-601.105791196387,1.36613821874683,0.102185747118996,0.0473610280794894,0.0616728350151426,130.441664214449,1.30441664214449,76.5487498324418,19.9757021434841,7.27985217408286
39.72040058499512,5.604254342274595,76.54874983244184,-1.3212749509212627,False,353.128096262241,1059.38428878672,0.0107468991508842,-126.711891589788,0.415467040037513,0.0598661539968471,0.0320856185846239,0.0433511540886609,103.414913107035,1.03414913107035,10.7117136611843,20.0522016695293,-0.608143047575879
51.02632302143137,3.0964087436867094,10.71171366118432,-1.0700407252977713,False,255.630903100883,766.892709302648,0.00779814231112177,-72.3045460280409,0.117466418555468,0.0271926588133125,0.0249959844932176,0.0226211004923513,78.7311474549203,0.787311474549203,10.0757161447397,19.4916303102798,3.34382361212955
46.85598628856505,2.925373437865439,10.07571614473973,0.6748500087228547,False,404.248518267397,1212.74555480219,0.0123103691683092,-265.892140419703,0.604217769731547,0.0118510821748443,-0.0232100302444561,-0.0119228973673737,86.9280610383564,0.869280610383564,13.2791412335558,13.3735094021276,8.36283245464061
51.334490000653325,2.9123430491964934,13.279141233555833,-2.25485949958182,True,613.555402859025,1840.66620857708,0.0191054575702219,77.6719089468097,0.0701871439198652,-0.386777156865816,-0.44340604457238,-0.414915902992662,25.6246216438996,0.256246216438996,91.3709164172415,33.1020913446407,-1.02901671386967
63.72066573317291,6.920003989934663,91.37091641724146,-1.2217759395749959,False,689.117467989723,2067.35240396917,0.0215798767032401,-12.9720227632934,0.538308920844577,-0.40999830729957,-0.443675931659966,-0.437076253703069,24.4127387792867,0.244127387792867,93.6804870739905,34.5558135819685,2.02180628971698
57.658750104565655,7.801272672100984,93.68048707399049,-0.22761446811704464,False,732.712945806694,2198.13883742008,0.0234543171455069,-131.083860806757,0.217018756186645,-0.174749350167968,-0.171617679541244,-0.182889836225625,23.8627669993695,0.238627669993694,84.8453349111578,42.5906016738692,3.28463778160775
49.51563016208562,10.908534900924586,84.84533491115783,-0.05912086744414499,False,697.810280079208,2093.43084023762,0.0223663664574578,-67.8669304033829,0.14406403092741,-0.172724081977288,-0.172931217586534,-0.177910526093922,22.6467137257061,0.226467137257061,55.5608140649002,42.6465964644567,1.85399372232556
48.21105452819631,10.225725600757372,55.56081406490021,-0.07881282046082973,False,1026.016686164,3078.050058492,0.0325461280305789,-893.030241300425,2.73706582077716,-0.141274423805499,-0.186003808646052,-0.183262312809578,63.6240167216904,0.636240167216904,63.2838660970004,42.8295769306226,14.6424609946787
52.64150239913395,10.800962199312709,63.28386609700038,0.08508937730216898,False,649.380079132211,1948.14023739663,0.0206258569214528,-97.3638933581678,0.210192844232205,0.0883224846883256,-0.164686223965998,-0.175934548052141,88.4993781781505,0.884993781781505,17.2129885816329,34.7398276197356,-0.510509319163752
35.940616832056506,6.421273341114405,17.212988581632857,3.4706944537108995,True,336.474502842199,1009.4235085266,0.0106404004564556,-219.440714351993,0.651227096106913,0.0212630219958909,0.0029842876473274,0.00164235880020855,101.897594175423,1.01897594175423,14.759736715968,19.8715614548896,4.06759881801171
59.32352484873332,4.882969916006675,14.759736715968046,0.030034926974816734,False,322.894192297001,968.682576891004,0.0102120380333941,-202.062383046825,0.557397335123534,0.0226776422111736,-7.18866046614664e-06,0.00170982632679003,92.359252102487,0.92359252102487,5.15233796975157,16.0454160817942,3.47099734534677
43.36150675531761,3.8267947318134756,5.152337969751571,-0.5519274698758307,False,577.623387943091,1732.87016382927,0.0181296154740515,-589.907575569378,1.69422599102824,0.0522826559563393,0.020615462608709,0.0118658846977503,115.653316355165,1.15653316355165,21.40432762431,13.5396420991719,13.3005250298966
45.24832310402639,3.9065605145053506,21.404327624309957,0.6770580500090353,False,1019.08018890635,3057.24056671906,0.0332000141468393,17.4789082168863,0.00854640338677557,-0.211703028043624,-0.245313535261817,-0.217317635699462,32.6972796981311,0.326972796981311,79.3583804734944,19.0335229481477,-1.88268757882636
45.018314895472315,7.257720866429378,79.3583804734944,-1.3485729199704077,True,787.735152390915,2363.20545717274,0.0238453825173423,-585.479179899456,2.18196047297942,0.243474557620035,0.16307670632321,0.172829304543086,125.531244930764,1.25531244930764,93.2000931039566,21.4636112072101,0.748519397731201
44.614707084161026,10.28633463555002,93.2000931039566,0.6098313065626847,True,878.064071041006,2634.19221312302,0.0262513444921943,-186.644437142721,0.758183962057306,0.0975347873731523,0.0548884010739672,0.0803556333429006,85.9713028035859,0.859713028035859,15.923600424843,24.64033863056,-0.710920491325219
50.34909819938596,5.495936819597669,15.923600424843002,-1.7225529601990355,True,788.096553030359,2364.28965909108,0.0226893559852119,-21.3870828566724,0.113096996917247,0.0463436840587673,0.0304548279666693,0.039587298284363,64.7257531266347,0.647257531266347,54.9051876312096,28.8636557681868,-1.55887086879774
