choppiness_index,volatility_percent,ema_fast_deviation,atr_to_price_ratio,rsi_delta,target,rsi_volatility,positionBetweenBands
56.1819314935735,6.8308018841405,-56.4164566911204,0.00944148170703706,1.62727317306382,0,70.639086021834,20.4716577034724
57.3773380125097,6.84230990269672,51.3667716544442,0.00907296408109533,-1.91641060445868,1,70.0289934932602,26.372972764003
76.8241498677182,6.84843580856899,67.9333858272148,0.0087744440344769,-1.02078819694,0,70.410156956729,22.8852888409956
74.4658066879172,6.84075154085688,-19.0433070863801,0.0081981935133589,1.9532801956681,0,69.2968638313351,30.9806790116474
71.7722668678766,6.83342835820596,-60.1516535431874,0.00763657433876736,1.88074821197532,0,69.4402081023242,30.8543060859801
69.7400532307834,6.83120976867573,-45.435826771587,0.0071892509213938,0.58833845524326,0,68.9435108132709,34.9489356490785
65.3590153449397,6.8214886776748,-90.137913385799,0.00700677603112103,2.62214068966235,1,69.313862212004,32.3803489058726
63.8433142175386,6.0782411590243,32.5610433070979,0.0069288071364711,-2.5982803416285,0,69.5222150783616,31.7363556762474
64.1070491820071,6.0150461718333,-16.9044783464487,0.00673341142599303,1.37847632315439,0,68.8903382685706,35.4587643486133
51.4641096925681,5.9916165515961,32.5227608267742,0.00858156156432309,-1.46261098403875,1,68.2536646524448,39.397654969437
55.866955723163,5.81823999396912,84.6113804133929,0.00870872752577643,-2.40556199913025,0,68.0484828884094,41.9558462908971
58.5091809094978,5.25322348199825,-171.494309793299,0.00903793900871217,8.97109799956809,0,67.09670262301,48.1146039807295
58.9033521449062,5.24505914752675,-159.587154896653,0.00904191320872456,2.6678211788572,1,31.1838030892304,45.1436891693353
60.8122274730785,5.05285314397889,12.8364225516852,0.00892475001190342,-3.66441974732552,0,29.726893296322,51.654798269558
60.9940596776258,4.49565474341394,-88.8067887241632,0.00853870144487754,3.5257024678257,0,29.1825238585264,51.936090977353
60.6498712863143,4.25372345544238,-72.0483943620784,0.00813457593079024,1.00263430368214,0,25.4661655562467,38.212005489917
60.3189204294061,4.24976256064437,-80.3341971810296,0.00773111479158324,1.63270959652129,0,17.6000029805933,105.751337633186
53.0578989921776,4.24286451602075,-117.532098590513,0.00867464482041263,2.77310377674745,1,17.5158103795379,119.029666305103
53.6866917442833,4.24403987408185,-45.5660492952593,0.00832630186186704,-0.674780709391719,0,15.6212524847676,88.3341623061242
54.247739392425,4.25079788444358,52.9719753523677,0.00804123474283731,-3.84980785508817,0,11.6778701688202,106.804053202705
55.0341991432816,4.26383111957761,171.905987676189,0.00812511930259869,-6.53748734900735,0,10.4449720890629,106.176290144377
55.4128601102945,4.25052940218277,-62.4720061619009,0.00802550189141256,6.10028591984253,0,10.4255655045268,106.723643729497
55.2753195493948,4.24972996372899,-40.1860030809476,0.00760829177720566,0.347226957863853,1,10.3893622105,110.810071931721
50.3791047397581,4.25178544040198,2.91199845953088,0.00718709427384165,-1.1072530602035,0,10.4464259545789,100.957662832341
48.3619933557231,4.2521206881199,5.20599922975816,0.0065476163524877,-0.189726516932886,0,10.7981547137444,85.0710496106972
56.495361832772,4.24931473171839,-28.8020003851125,0.00633064668878707,1.46864318946471,0,11.5199076917275,58.939688570443
54.4359649083903,4.24528539537939,-59.5710001925618,0.00600702440180586,2.10225173687331,1,11.418362644143,82.0019991078388
56.7261930321012,4.25192221508647,44.5694999037223,0.00586878531351869,-4.26943541321779,0,11.4118519412426,81.1808513615607
71.3182686085026,2.90667026559332,-1.71887793426868,0.0121051459906263,-2.42582199477214,0,11.5514973727369,75.1106746120972
70.8542820796169,2.90297046033872,-60.5894389671303,0.0111052067215124,2.10205983773506,0,11.5759800735565,72.5785506571867
70.0358702989379,2.90169539903943,-50.9147194835678,0.0105405451266574,0.741528261828542,1,11.5471700129079,75.8487851394039
69.0927711025048,2.90476065073752,24.082640258217,0.0100727289667973,-1.63541869353917,0,11.5028978286311,81.1475120991717
67.3859059195804,2.9007441616624,-52.8936798708892,0.0100927282908706,2.53431969801714,0,12.1006924811111,66.7811369128834
66.6483138190032,2.90607994458494,59.778160064554,0.0103587571210294,-3.00696911526858,1,12.0610341328966,71.3767668624641
58.0785499281064,3.3674713952835,564.974080032276,0.0127051567899728,-13.2917984903706,0,12.1655831369091,67.5780423322524
47.4189758171571,4.45209890079165,-304.1639987495,0.019011729520574,-1.8231802940554,0,12.8328608006107,52.4215421866579
44.1647914832837,4.45579125449975,-112.961999374747,0.0185133451524555,-0.878081826016107,1,13.4870792421037,38.3613895281343
49.9444027595475,4.56529388765803,1074.91900031263,0.0239377107637958,-18.2254560406325,0,13.4693254603167,38.3739787026308
45.4959433724214,4.47071531189737,-336.382341552657,0.0148640019876285,0.777330468787888,0,15.2756206973717,4.05119566713246
48.6502866507944,4.12102638840321,-213.09617077632,0.0145718694595066,0.799472573542516,0,15.9768019427321,-6.81199321651101
40.2487217113793,4.04270577892935,-166.043085388155,0.0133874005587549,1.08832870895206,0,19.8837293748594,-43.0301776725426
36.8116651376502,4.00365560131522,-236.606542694091,0.013632261644632,2.73840794603291,0,19.8102419689916,-20.6157647040216
29.4788179059586,4.73321091795631,-641.93827134704,0.0161310911617524,7.44441118474785,0,21.8411781276641,-21.0065549144022
29.1504121964602,4.93268283995357,-366.994135673522,0.0164341596424446,0.550262289670016,1,39.4227169924901,-11.0936164326928
33.2965689771191,4.94649519976523,-49.9120678367617,0.0173404970405334,-3.99806362486228,0,40.6578280953406,6.21109903372947
35.5305848531303,4.97483778058073,246.833966081627,0.0179123117829761,-7.3677431546672,0,27.0928093827367,-6.80036092629172
