pchange,linearKoef,rsiVolatility,adx,rsi_volatility,bollinger_position,positionBetweenBands,avpchange,ema_fast_deviation,atr_to_price_ratio,rsi_delta,target
0.132332040936089,-1.1727526826966685,55.12573824443541,29.0897458667786,85.3684390961975,0.331982611239859,33.1982611239859,-0.294087084413739,-162.425082383343,0.0257880835202063,1.7867414409144,False
0.576769963187972,-0.994916109633104,2.6922920043037095,11.340950436623,2.69229200430371,0.429659500512167,42.9659500512167,-0.042743651010022,-98.9312128207967,0.0130403964107257,3.7014178474772,False
1.69422599102824,0.6770580500090353,21.404327624309957,13.5396420991719,21.40432762431,1.15653316355165,115.653316355165,0.0522826559563393,-589.907575569378,0.0181296154740515,13.3005250298966,False
0.703693192205849,0.5957739919826853,3.141198958742791,10.6965708057753,3.14119895874279,0.682000975936818,68.2000975936818,-0.0258814446988391,-176.263319150647,0.0142545692026618,7.84468524785736,False
1.10434407849372,-1.2504666366840824,8.26986060080823,10.4053945539578,74.4589645364071,1.04477080005238,104.477080005238,0.21119184850721,-631.641119459862,0.0251777042468354,10.9021359407326,True
1.67560275646569,-0.45948876323489185,85.70812721906887,35.0154243657906,91.3908228797244,1.03824054452201,103.824054452201,0.253924590679376,-130.298878957794,0.0300113979563425,-11.1063679053316,False
1.74688352558171,-1.2400478644747133,70.45049760186893,53.980497618779,70.4504976018689,1.03695613720263,103.695613720263,0.412129484771094,-362.092755347119,0.0279273729844285,2.04196611451677,False
0.520157292838028,-2.942746974318979,53.9656314886506,27.5808417427107,42.8778500692724,0.991238563101725,99.1238563101725,0.126967476398384,-211.684709825684,0.0122898264129962,2.95941250446001,True
0.140612981281998,-0.4254054226542842,56.28866973863326,19.2719894493043,56.2886697386333,0.522735952199346,52.2735952199346,-0.0301207066692423,-9.93152111426753,0.0155847791443999,-2.02615699636612,False
0.348819663335797,0.7684232982301081,19.884823686547705,10.7131710075394,56.5695592974624,0.797902441370049,79.7902441370049,0.106941729942353,82.4217599594631,0.0188553395354229,-11.2803690345441,False
0.407068049392184,-2.44557592290858,10.308181059472616,10.0690979621275,10.3081810594726,0.45777959025003,45.777959025003,-0.142966395010537,-196.717522184204,0.0248543582816984,2.22278878949543,False
0.86666022264692,0.21893743573130747,5.250944300480796,15.449708544964,15.5696340316831,0.757202331938341,75.7202331938341,0.119111782857826,-352.324424719569,0.033857949125485,1.01727828459458,True
0.576769963187972,-1.8796836271208517,2.534193867551224,11.340950436623,2.69229200430371,0.429659500512167,42.9659500512167,-0.042743651010022,-98.9312128207967,0.0130403964107257,3.7014178474772,False
1.36032987634823,-0.6741274118421678,2.093951324048163,9.73199005754318,2.09395132404816,0.998676026551184,99.8676026551184,0.0616133129834779,-229.373041926221,0.018423567606491,3.54736689503487,True
0.347277468662265,-1.467650371993225,8.925273054662952,12.7194726301265,31.9541208572185,0.53575083948159,53.575083948159,-0.0316806943067187,-179.414898731382,0.0185609349340024,1.26833126792333,True
-0.0148695576475064,-2.9307266817187845,11.467306190585404,27.4287006016072,88.3229122028864,0.341201155076452,34.1201155076452,-0.248788038288215,62.9934072590986,0.0277386041459267,-1.04587115266894,False
0.243298211794272,-0.9760778826040543,64.36169012248027,21.5635314906779,57.6319147605848,0.334223164897009,33.4223164897009,-0.247362972505704,-49.2783383803399,0.0165660921070368,2.7007146795295,False
0.785612253710055,-1.9758240749657416,31.793537418130924,27.2337681255964,43.5091725416431,0.637317517182857,63.7317517182857,0.0134815833900997,-202.991233915076,0.0187019786434709,2.07084464695093,True
0.358627739759464,-1.1445017839662,88.88112919566473,34.175944224944,87.1792228612992,0.270478716450456,27.0478716450456,-0.173501538724029,-44.2420739377994,0.0179252230982347,-1.40759668179958,False
0.826793008723827,0.11309283998028263,23.104166179574705,11.4466087173771,23.1041661795747,1.13699098093765,113.699098093765,0.0502313203177661,-284.714052386014,0.0172790917289844,3.64574082839225,True
0.452537423927222,-1.6994108445875356,66.83513065655927,23.0847524963903,66.8351306565593,0.63570343091146,63.570343091146,-0.00532516049302463,-126.587869084302,0.0124002924342124,4.68093256413233,False
-0.20312395214416,-2.25485949958182,13.279141233555833,14.9309453275247,24.9641979625047,0.276513930122883,27.6513930122883,-0.180318861899913,59.6654725905828,0.0134157599578042,-1.13303481641819,False
0.994889806747272,-0.1852935593888735,92.16035549924509,19.7520653684952,92.1603554992451,1.12371984551637,112.371984551637,0.213894119840829,-195.680667781344,0.0194092393128009,1.05774915909161,True
0.374065597064801,-1.6289074399636971,11.72299702028647,18.2704221988793,11.7229970202865,0.419464607901022,41.9464607901022,-0.092822512333108,-122.126541685466,0.0182813279544848,4.43937481394642,True
0.140612981281998,-3.0774615244169636,15.219322222752595,19.2719894493043,56.2886697386333,0.522735952199346,52.2735952199346,-0.0301207066692423,-9.93152111426753,0.0155847791443999,-2.02615699636612,True
0.343811025163152,-0.4991589900698411,76.414141837959,20.5758861428268,25.4078184133364,0.476171613205228,47.6171613205228,-0.0440735963112134,-51.2077228326307,0.0225314681675506,-1.91085951335899,False
0.775747107904562,-0.8568686832180455,86.34753477805957,26.3719256046724,44.8012559092987,0.555552151201432,55.5552151201432,-0.0545407942269735,-167.103550088796,0.0209591862620496,2.36792591857767,False
0.832405080149087,-0.2123953912359911,48.13712936950469,16.9169106509837,48.1371293695047,1.09242055395876,109.242055395876,0.109602609922995,-291.452985074866,0.0136914616034139,10.6422164413657,True
0.348598445524948,0.5935332667137002,46.25768968750877,15.281803040024,50.3417725631212,0.480648619226863,48.0648619226863,-0.0844499779512127,-171.039105862808,0.0173533207156321,7.26449524706118,True
