atr,atr_stop,atr_to_price_ratio,fast_ema,slow_ema,ema_fast_deviation,pchange,avpchange,gma,positionBetweenBands,choppiness_index,volatility_percent,rsi_volatility,adx,rsi_delta,linear_regression,close_diff,normalized_price_change,rolling_mean_close,rolling_std_close,close,close_price_next,target_return
2207.443106352511,6622.329319057533,0.1583437360869124,41934.70540080866,45631.12871817927,112.21540080866544,0.3413235319083106,-2.458511148236519,-2.458511148236519,9.021401251792296,40.03085870379424,63.96515367688536,100.0,31.06643461432645,-0.1025538578983713,-1.686781909722289,,,,,41822.49,42729.29,0.021682114096984728
2153.675519730724,6461.026559192172,0.1512083762494572,42331.99770040433,45367.32519834479,-397.2922995956688,2.0236002049179804,-2.1265587449495302,-2.1265587449495302,18.946268085705995,46.344833076623374,62.60768667113357,0.0,31.57087849513916,5.249268451890174,-1.8750754366906803,906.8000000000029,0.02168211409698473,,,42729.29,43902.66,0.027460554575093665
2113.436159769192,6340.308479307576,0.144417410683261,43117.32885020217,45234.17381667708,-785.3311497978357,4.738141151356217,-1.5323928285570856,-1.5323928285570856,29.87302354011813,46.131047553903166,60.9343944079926,0.0,31.79699431046348,6.134359992963958,-1.900284719580433,1173.3700000000026,0.027460554575093634,,,43902.66,42560.11,-0.03058015163545902
2124.19956551645,6372.59869654935,0.1497317252363621,42838.71942510108,44991.07710607007,278.60942510108,-0.3975083711014851,-1.3053253395934488,-1.3053253395934488,21.11263437613007,46.36825109018761,62.85655746660432,41.36883680220203,31.976908479881917,-4.238379645642802,-2.0004140053611192,-1342.550000000003,-0.030580151635459053,,,42560.11,43059.96,0.011744565509816507
2066.8610561569576,6200.583168470873,0.143998813943879,42949.33971255054,44815.52100551825,-110.62028744945565,-1.9570385109507864,-1.2074877190786937,-1.2074877190786937,26.699434153533183,47.35817214035655,55.66031645175703,15.506065019648249,32.207368723369164,2.532006136881357,-2.018881472636014,499.84999999999854,0.011744565509816552,,,43059.96,43084.29,0.0005650260706233645
1949.452333848821,5848.357001546463,0.1357422160501301,43016.81485627528,44658.13636865295,-67.47514372472506,1.216638361685896,-0.8792659078122462,-0.8792659078122462,28.672285783277943,46.69986288949079,49.498320617561525,9.835729827597888,32.35165848275526,0.1271571655309742,-1.8807144616652864,24.330000000001746,0.0005650260706234225,,,43084.29,43071.66,-0.0002931462953200681
1798.5605718704178,5395.681715611254,0.125272202548294,43044.23742813764,44513.91124422995,-27.42257186236384,0.0271640331484887,-0.659174019826299,-0.659174019826299,30.24274201978761,48.06664635986412,49.51283512174827,9.919290978954123,32.49017665176592,-0.0458125993805182,-1.7263252937063582,-12.62999999999738,-0.00029314629532011275,,,43071.66,42201.62,-0.020199825128634497
1775.3033473175014,5325.910041952504,0.1262015543941797,42622.928714068825,44303.70294929996,421.30871406882216,-2.0915547791767195,-0.6369236077986239,-0.6369236077986239,25.217522235387563,47.80436371360743,48.29141630108039,9.15073907671976,32.73356076949388,-3.1242692152197264,-1.4409624329361883,-870.0400000000009,-0.020199825128634486,,,42201.62,42352.12,0.003566213808853691
1727.545726272144,5182.637178816432,0.1223701948997224,42487.52435703442,44126.28631754541,135.40435703441472,-1.6989468295801975,-0.626543296570689,-0.626543296570689,27.975429825089986,49.36966293478765,48.1198107674421,9.044706717555869,32.99752499214895,0.9343810952302434,-1.0798805077776188,150.5,0.003566213808853783,,,42352.12,41660.01,-0.01634180296051302
1683.6920510904092,5051.076153271228,0.1212451978113118,42073.76717851721,43902.079379586736,413.7571785172113,-1.300071699454706,-0.6221909481604517,-0.6221909481604517,23.594350211121387,60.83761744090373,48.919239337676586,14.04163872487176,33.262839754820135,-2.5005885544408457,-0.7401623312691012,-692.1100000000006,-0.01634180296051297,,,41660.01,40680.91,-0.023502154704235556
1864.8512244260687,5594.553673278206,0.1375228251599633,41377.33858925861,43609.60483487928,696.4285892586049,-4.108093943817872,-0.8733065649818907,-0.8733065649818907,15.790535133036048,63.21821140410148,48.65672867199873,14.507865669061758,33.05295188096369,-3.279106118272111,-0.3618458900176644,-979.0999999999985,-0.02350215470423551,,,40680.91,36445.31,-0.10411763158690412
2406.965152925055,7220.895458775165,0.1981296210342336,38911.3242946293,42959.89190124272,2466.0142946293054,-14.308288226935112,-1.9809792487552167,-1.9809792487552167,-18.391800668397916,43.88458682095198,65.73808811065129,66.42822340475024,34.12523071337441,-9.59750262901521,-0.1936386870448894,-4235.600000000006,-0.10411763158690417,,,36445.31,35071.42,-0.03769730590849685
2467.002832570524,7401.008497711571,0.2110267704504571,36991.37214731465,42240.09445910945,1919.9521473146524,-15.994476414128671,-3.3045733753050364,-3.3045733753050364,-17.386854362470807,39.64941484146184,72.39769590167722,72.37748239507083,35.724673738148425,-2.0863116823053645,-0.3808997899812406,-1373.8899999999994,-0.037697305908496855,,,35071.42,36244.55,0.033449743409305954
2385.6939103629043,7157.081731088712,0.1974664254650343,36617.96107365732,41690.103307824,373.4110736573202,-0.5539039662514633,-3.4463311465615343,-3.4463311465615343,-0.6316103248925431,40.04224047373592,70.05439438481096,75.82147600326974,33.372079877076736,6.574873208675243,-0.5191796993671145,1173.1300000000047,0.03344974340930606,,,36244.55,36660.35,0.011472069593911227
2706.7183674569287,8120.155102370786,0.2214969334000026,36639.15553682866,41233.2513625572,-21.194463171334064,4.334192117642085,-3.1296897150951257,-3.1296897150951257,6.95695535115838,38.76566146082155,71.63003080985315,87.04413022061777,33.84615777954118,2.2365703458361565,-0.4566130737654818,415.79999999999563,0.01147206959391124,,,36660.35,36958.32,0.008127854753159802
