number,open_time,close_time,atr,atr_stop,atr_to_price_ratio,ema_cross_signal,ema_fast_deviation,pchange,avpchange,gma,gma_smoothed,signal_gma,positionBetweenBands,bollinger_position,choppiness_index,volatility_percent,rsi_volatility,adx,rsi_divergence,rsi_delta,profit,entry_price,close,target
188,01.01.2025 16:00:00,2025-01-01 16:59:59,538.432746437982,1615.29823931395,0.017167497366779,1,63.4649634763046,-0.0907636892952669,0.0216400117709657,-0.0202132851009352,-0.011397411205601,1,65.747064699022,0.65747064699022,51.2815338381773,5.01596920156331,61.2247956685825,9.64672968840211,FALSE,-5.06184065818007,0.0,94090.49,94090.49,0
189,01.01.2025 17:00:00,2025-01-01 17:59:59,522.689496946843,1568.06849084053,0.0166560905554694,1,5.05248173815198,-0.30707263405947,0.0118289562308738,-0.021334713241549,-0.01636606236278,1,75.1855053767333,0.751855053767333,51.6293974107623,5.01312618933685,60.7943314962671,9.41828712728878,FALSE,0.67181475417744,53.36000000000058,94090.49,94143.85,0
190,01.01.2025 18:00:00,2025-01-01 18:59:59,511.448140240151,1534.34442072045,0.0162639754598466,1,-95.5787591309199,0.264542973578766,0.0254395454480844,-0.0256621917033867,-0.0210141277761688,1,88.8342007071587,0.888342007071587,52.2617513908599,5.0026998074837,59.1517939083229,9.31901823358546,FALSE,2.4810296835433,249.56999999999243,94090.49,94340.06,0
191,01.01.2025 19:00:00,2025-01-01 19:59:59,534.871263062987,1604.61378918896,0.0169572384433858,1,-191.294379565457,0.510657256956177,0.0497172791582748,-0.0292961861946896,-0.0251551631850606,1,102.956459918283,1.02956459918283,46.9805048023195,4.98752629665063,56.7488312228393,9.49364710240869,FALSE,3.40900656125231,536.5800000000017,94090.49,94627.07,0
192,01.01.2025 20:00:00,2025-01-01 20:59:59,497.442511196846,1492.32753359054,0.0157441385060946,1,-175.22718978273,0.470711832298846,0.0729135740191118,-0.0285511119373009,-0.0268531312181552,1,106.203030299789,1.06203030299789,46.6958996902699,4.97915150755548,55.4108555217344,9.67172555792612,FALSE,1.7930759073579,695.7399999999907,94090.49,94786.23,0
193,01.01.2025 21:00:00,2025-01-01 21:59:59,492.562152454439,1477.68645736332,0.0155581186113246,1,-183.738594891373,0.36998907542002,0.0922062812666584,-0.0238790002840651,-0.0253660475192108,1,107.884429478625,1.07884429478625,43.135044980019,4.96907299421933,53.7679241707166,10.0128397198102,FALSE,2.10628756862916,887.9899999999907,94090.49,94978.48,0
194,01.01.2025 22:00:00,2025-01-01 22:59:59,466.697559246663,1400.09267773999,0.0147684458625667,1,-4.11929744567897,0.0176682209778638,0.0966964465417175,-0.0176263321469563,-0.0214961861315641,1,93.0555191637733,0.930555191637733,42.373812567745,4.9782717800643,55.0771406648895,10.3398168503302,FALSE,-3.25706393696216,712.4899999999907,94090.49,94802.98,0
195,01.01.2025 23:00:00,2025-01-01 23:59:59,458.639336497139,1375.91800949142,0.01454585022116,1,103.535351277169,-0.408798691725786,0.0825485636806349,-0.00130200909949999,-0.0113991109951575,1,79.4190672637765,0.794190672637765,46.9516696363649,4.98938649961059,56.673657389506,10.5328603644499,FALSE,-3.75611902760316,501.29999999998836,94090.49,94591.79,0
196,01.02.2025 00:00:00,2025-01-02 00:59:59,696.659529723758,2089.97858917128,0.0203910416374825,0,-76.3795084050798,0.227952716495077,-0.210570798913908,-0.0713898557581275,-0.0676060809631048,0,17.0657063152479,0.170657063152479,34.2754283073137,4.93432163578027,30.7101247988837,15.1070214368238,FALSE,0.795008405589755,8404.449999999997,94090.49,102494.94,0
197,01.02.2025 01:00:00,2025-01-02 01:59:59,642.842454048936,1928.52736214681,0.0188027939292437,0,-73.7197542025388,0.133026539009031,-0.202336878527798,-0.0782539923633007,-0.0729300375718062,0,21.201634976514,0.21201634976514,33.4233019229112,4.93090302829398,30.5783477103632,14.9728522349639,FALSE,0.90549781296837,8475.509999999995,94090.49,102566.0,0
198,01.02.2025 02:00:00,2025-01-02 02:59:59,605.823532041946,1817.47059612584,0.0177369976542462,0,12.2551228987286,-0.0265156546297419,-0.199453302075054,-0.0798270426327429,-0.0763785376506282,0,21.3853452349649,0.213853452349649,33.4906033597736,4.93563000346354,31.0191118062166,14.8777252461729,FALSE,-0.814730121794142,8377.279999999999,94090.49,102467.77,0
199,01.02.2025 03:00:00,2025-01-02 03:59:59,564.97731317881,1694.93193953643,0.0165764828018337,0,115.417561449372,-0.309841085293681,-0.207426635119195,-0.0873765864243676,-0.0818775593911093,0,19.111822213766,0.19111822213766,32.9056952724161,4.94618099175163,32.0560552012478,14.8815381926863,TRUE,-1.81889743971666,8158.699999999997,94090.49,102249.19,0
200,01.02.2025 04:00:00,2025-01-02 04:59:59,539.190554153266,1617.5716624598,0.0158095423289908,0,24.2237807246856,-0.14817796133084,-0.208115824574791,-0.113588831364712,-0.0977331945158548,0,22.8722529818854,0.228722529818854,31.5623746939033,4.9429435193815,31.8976106822046,14.9246243170628,FALSE,1.00449690468065,8225.669999999998,94090.49,102316.16,0
201,01.02.2025 05:00:00,2025-01-02 05:59:59,512.631903559944,1537.89571067983,0.0150038605919984,0,-79.8081096376554,0.244692682926827,-0.191573962433535,-0.17176058044734,-0.134746886798576,0,28.4941425574505,0.284941425574505,30.6931059907177,4.9340780487805,31.4393352792785,14.9099893422062,FALSE,2.79364602325613,8409.509999999995,94090.49,102500.0,0
202,01.02.2025 06:00:00,2025-01-02 06:59:59,495.493060194236,1486.47918058271,0.0145159857330491,0,8.64094518116326,0.0847143894641275,-0.180383590010302,-0.222898750618272,-0.178822818965215,0,28.1684403505377,0.281684403505377,33.55749183574,4.9387561349575,31.99455154239,14.9191358987192,FALSE,-0.974596521674087,8312.419999999998,94090.49,102402.91,0
203,01.02.2025 07:00:00,2025-01-02 07:59:59,472.261194452202,1416.78358335661,0.0138673999993208,0,122.530472590573,-0.326437758603623,-0.185485421144631,-0.230431923485422,-0.204627370905918,1,25.1470573012718,0.251470573012718,35.5552987766215,4.79358740816094,25.1800450947223,14.9441060197581,TRUE,-2.3421517991855,8076.0,94090.49,102166.49,0
204,01.02.2025 08:00:00,2025-01-02 08:59:59,467.732452387603,1403.19735716281,0.0137545646347913,0,136.085236295286,-0.378427681309507,-0.192631846521104,-0.228702867454719,-0.216665119007142,1,24.088756722531,0.24088756722531,57.0054635256596,4.80061872131908,26.00210533503,15.1400912149976,FALSE,-1.44047635701832,0.0,102016.85,102016.85,0
205,01.02.2025 09:00:00,2025-01-02 09:59:59,487.320673475089,1461.96202042527,0.0143786357076559,0,238.472618147644,-0.482414776585898,-0.204134968538469,-0.215152670318395,-0.21590889499116,1,19.5306832623094,0.195306832623094,57.5694463816276,4.96227280403171,41.8276865990847,15.5398782666039,FALSE,-3.09311801114235,-340.8600000000006,102016.85,101675.99,0
206,01.02.2025 10:00:00,2025-01-02 10:59:59,468.870577264362,1406.61173179309,0.0138394274955537,0,138.231309073832,-0.372744445974936,-0.2112482349133,-0.207532027545991,-0.211720461796136,1,21.212633426994,0.21212633426994,55.3277384751055,4.96412759007458,41.9810024230876,15.919843047858,FALSE,-0.334820064548666,-378.8500000000058,102016.85,101638.0,0
207,01.02.2025 11:00:00,2025-01-02 11:59:59,461.600494798024,1384.80148439407,0.0135726515323865,0,-126.289345463083,0.34580428802413,-0.188293825725701,-0.200556130382645,-0.206138296120394,1,30.9207604547951,0.309207604547951,54.1013466151777,4.94511305189191,40.7939813755026,16.228782775866,FALSE,7.14863209230321,11.959999999991851,102016.85,102028.81,0
208,01.02.2025 12:00:00,2025-01-02 12:59:59,441.356138398306,1324.06841519492,0.0129458160061945,0,-187.594672731546,0.625463749628347,-0.152530986094195,-0.196735123256961,-0.2014367094182,1,37.6168691025795,0.376168691025795,52.4451442642047,4.93307877151336,40.0226651251428,16.2993196123011,FALSE,4.09805184176403,260.8600000000006,102016.85,102277.71,1
